	X:TIME(s)	Y:Acc1_Relative-RevJoint1(rad/s^2)	Y:Acc1_Relative-RevJoint2(rad/s^2)	Y:Acc1_Relative-RevJoint3(rad/s^2)	Y:Acc1_Relative-RevJoint4(rad/s^2)	Y:Acc1_Relative-RevJoint5(rad/s^2)	Y:Driving_Torque-RevJoint6(N*m)
  9.7580000e-001  3.1404020e+002 -1.6282669e+002 -8.1327180e+002  3.7670828e+000  9.9893406e+002  1.9779883e-001
  9.7740000e-001  3.3266597e+002 -2.0389392e+002 -8.0496359e+002  6.3654311e-001  1.0404365e+003  2.1063290e-001
  9.7900000e-001  3.4922183e+002 -2.3543285e+002 -8.1587311e+002  1.2670064e+001  1.0815833e+003  2.2541608e-001
  9.8060000e-001  3.6433257e+002 -2.5870738e+002 -8.4730049e+002  4.3521415e+001  1.1197137e+003  2.4230867e-001
  9.8230000e-001  3.7951276e+002 -2.7589573e+002 -9.0450831e+002  1.0180543e+002  1.1525755e+003  2.6266861e-001
  9.8390000e-001  3.9362793e+002 -2.8648146e+002 -9.8175877e+002  1.8615720e+002  1.1704381e+003  2.8405868e-001
  9.8550000e-001  4.0817981e+002 -2.9323131e+002 -1.0820567e+003  3.0527749e+002  1.1677397e+003  3.0734734e-001
  9.8710000e-001  4.2372680e+002 -2.9793222e+002 -1.2045087e+003  4.6567209e+002  1.1342597e+003  3.3194546e-001
  9.8870000e-001  4.4079551e+002 -3.0276100e+002 -1.3460607e+003  6.7339403e+002  1.0574439e+003  3.5680608e-001
  9.9030000e-001  4.5988745e+002 -3.1046481e+002 -1.5003245e+003  9.3236650e+002  9.2343206e+002  3.8032094e-001
  9.9190000e-001  4.8149388e+002 -3.2449863e+002 -1.6564910e+003  1.2419072e+003  7.1949382e+002  4.0032092e-001
  9.9350000e-001  5.0611802e+002 -3.4901571e+002 -1.7989801e+003  1.5939422e+003  4.3803210e+002  4.1428577e-001
  9.9520000e-001  5.3618413e+002 -3.9167941e+002 -1.9139857e+003  1.9950368e+003  5.6816762e+001  4.1985997e-001
  9.9680000e-001  5.6872698e+002 -4.5214258e+002 -1.9676841e+003  2.3708285e+003 -3.6257372e+002  4.1480956e-001
  9.9840000e-001  6.0585154e+002 -5.3593596e+002 -1.9535257e+003  2.7150145e+003 -8.1189290e+002  3.9978190e-001
  1.0000000e+000  6.4774360e+002 -6.4516918e+002 -1.8654200e+003  3.0021240e+003 -1.2569734e+003  3.7645216e-001
